"export-world data (NetLogo 6.1.1)"
"SchellingGIS_2_1.nlogo"
"07/04/2020 19:05:27:695 +0200"

"RANDOM STATE"
"0 0 -1727483681 464 0.0 false 1369445658 823484696 -1274333736 2122695974 2050493446 1643354049 -297507942 -1438559816 -2115395855 -197546008 -567067771 1826320419 -1309827335 1583725221 -1315764334 -210097391 582239150 -28971727 1470708774 2144782284 179519638 -508947585 -786722735 -1951172010 -434497248 1799340233 1454673798 181380697 -85820728 2007893882 -2042678559 -1766950044 1089986312 1155319136 -1661896991 -153818846 287853902 -1725018621 661022039 1504357870 611212507 -2008553565 602416904 1812523758 1887181206 1745231629 -704165980 -1404959891 1894445893 -233025946 158263076 254764508 275528709 -789269217 -1981283904 1773595445 942461905 -253576160 575320091 1496981675 -761143734 1177363015 -724827694 -28735811 -20859926 -1587628991 -1361927384 19612647 449690780 2040538236 1677285370 215213831 -1770510298 2063599162 1969878430 673274695 332878372 1804502647 -1429141426 -587926273 919152954 -663418971 -440866045 -151099213 -526257414 1055639306 -295157384 -150034866 1661648387 1184542236 1682166641 624591994 -1131746377 1029645721 1875370109 -312752001 1966409502 123617841 -103662978 -46507007 -701084316 1921286487 -2061765005 -183092535 -2131123318 1939771596 -913412973 430025255 -1110836874 825011421 -1308050800 2058508149 972494113 1787010338 46496236 2107886434 1368915423 -1755842272 -1870621491 1902027130 1719758432 1820993042 1956164951 -1643471229 -978110863 -1345267045 250917050 680113066 2051370204 1755595642 -1148315792 -1982097084 2023377306 -726699697 2140865969 -509181906 -817227634 -804309322 1032000338 1651842807 -598843367 1746325829 -1171884029 -1667498093 505659452 486202372 1878397509 -685505800 632653167 1999374530 -1560780118 727984872 1746099861 -1836769031 -1945608609 -2049191885 863197349 -198076154 1123366867 173592646 -2013902634 424709715 -146265989 1846599266 680956724 -25640466 -813782019 -129619839 115354341 -1925130369 -1789576274 -502302654 805705385 -47104338 1333262061 -1532195635 1852582775 -25221907 -375132159 1012603295 2166817 2086558904 1381871903 -1314747206 -1040238515 -561266165 412674203 -671336952 1141541726 1251490486 1362856062 -1889368103 -764560958 -729148428 1467929728 1962812052 -220706138 -338918872 75936473 -501328599 -618076068 190424329 -1394556479 -1739369795 1526944 1491777606 -892125662 1811330684 895128848 1069778436 1420400160 -69082053 -1678834648 -741955819 -496136870 1943807201 -1886777976 -1164799631 -1789285240 2139331766 1928633774 762387637 -776281730 -862152657 360331936 550582012 1922162610 815032497 -1605041801 1045945243 -1204282248 1344538512 1213451239 -261692806 -1825373962 2135064042 -1320484277 968975567 985411410 -204263319 765347448 172170408 -1526215123 -761314541 816498684 -936576721 -842464318 2121334151 810229160 -1209025891 -1170552856 1017154496 276727360 544551849 -2064806975 -1681455652 698248539 -445048487 288478637 651672164 19507188 1615706383 -423090053 4043020 413065874 1153267682 -1535179478 261518898 1277872080 582117652 -302295494 1046775291 1191067208 -1362440105 776027883 -549799528 403914951 669922518 346335773 -32951636 1777098072 908995259 -495598475 1443147845 -1308865160 1930970194 227798909 1268555606 -2049741897 1645316943 -66428220 1270454216 -261532890 -2034086516 -1574607266 -612039595 -1794038622 -352230513 -635401621 433018212 -1355235630 605047992 -1106703361 1487669993 -11587422 391472586 -1834139018 1064475602 -1925487287 -332204078 -2063848711 -145835793 150656657 1648081331 -1259454812 1578070117 -750573320 -1350621559 -1452026662 2021660165 -913959353 -3333342 -619142178 -710773874 -7086154 1048113476 1116384439 647616705 1603395836 -333685936 302476998 2103354206 330058536 1197575295 -1490174217 152701195 364054515 -1974716812 1444350048 -67483596 177707999 -1057260129 -2002721703 -351918377 1431684729 80435451 2065158464 -1229976821 -362722633 -750571160 -1542977577 832788821 554949182 -1142750919 960990858 1468357250 1455163505 -2010383094 -655192079 -2126261723 2021999497 -784498894 252170999 -602907706 -266764256 -2006699645 927365221 -1028525389 549818896 -696709112 551532232 1608137360 152343998 -2100468278 72926417 -1765046849 1522648370 -384359309 -753082352 1272450625 -176656442 594275 -837681148 583578346 -72803433 -323533006 -1558317781 925180025 -930115639 -2078090329 2098193902 308976953 2067690188 1578137612 2001478502 1852756018 -689686042 582621024 -909023579 -1007701903 -347871352 -483133046 -1932299246 847313099 -2133208871 1949782508 -1203105967 1690516091 1850667436 44137058 -104998002 736769419 -705354134 -1422740135 -1363824222 -1843608577 1420816695 -2143051938 -42485576 812516301 -1888492066 479328992 765253704 1916323119 -663053186 -204605937 -1117333547 115900958 -917625286 -942211924 -1164747341 -1286363655 48381687 -877887576 -539083702 -1005730484 -1190418236 -1405641186 -206706172 -48186001 -1998918206 -298648554 2131006542 1678323871 1704370508 261979743 -862717931 -157933178 -547518514 -571402315 -983556602 -1715400424 -1378317589 -1216089994 104892054 755582962 1972300681 -1206478548 -1699760599 1416288700 151241511 -387867597 -397231656 583904473 1706474361 1119975147 1516212476 -626154500 -1382543999 650843522 1224298704 641317512 574277696 -665872467 -328964621 142050787 896614682 -361690522 -1108671906 -1083814027 1935969668 -489313464 1914871346 1301200066 -1545193692 -1857863219 -856527428 -2031773675 1182990203 901891244 1094920863 330198051 990704020 167018664 564525448 -581203889 -715961404 -1212986761 1859427744 1298410782 -797743769 453701898 339697038 -996163047 1489880067 766512582 -715078924 -1286821087 915557506 -1861194016 1897834873 -1983038775 1818826216 330772126 164239593 -1321906693 -1981190621 -342790015 1290034428 320638661 1714730199 -109939454 -1432692089 1752080920 -505615297 336333015 -826891182 -1361187576 -2011132766 122219706 -526083601 -366093363 1709417500 -581326364 -83208831 -871454222 1829615913 1503687995 -605441708 603009853 -1642790135 1128523441 654873845 -443751768 1804426369 1858442224 2002818720 363911294 -1031735574 -249800838 632693151 1217571326 125733357 -437750225 1744357232 530937219 -1126608690 -2017742133 1257967091 179377236 427671156 -2044362689 -48912865 795617885 -1316758974 1627811444 1931566749 1121428988 520962018 1057056356 1569143737 954823034 207504852 1030948361 1063102145 485186766 -1165994645 2042259852 1053611471 -1147708079 -360399515 1521412370 1372226851 1435091911 -938056320 2044506902 1389057580 1057368491 750656055 892240285 -19593217 951752469 2007183843 -1034758162 2144433238 1818173203 1905379902 1781305157 -2007586454 -1795174504 -285064629 -1403930962 -2128704988 -1202145399 1040533385 -687164887 1419977878 -1318753164 276947201 -1255187474 -1836973243 -1441708919 -10631832 -212368637 -99100591 89728495 -267184280 -143503405 1462289587 763361967 542805571 -1339270549 -868475403 -1103875221"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","all-thresholds","always-move","always-search","beta-eth","beta-ses","color-axis-max","data-source","decisions-count","ethn-ses-recommendations","ethnicities","ethnicity","forced-moves-count","free-space","interact-with-ses","interacter-ses","measure","moves-count","neighbor-weight","others-ignore-ethn","scale-down-pop","searches-count","ses","sess","show-labels","show-links","stop-tick","threshold-mean","threshold-sd","tie-houses-to-ses","town","town-ethnicity-counts","town-popdata","town-ses-counts","town-totalpop","townshp","turnover"
