"export-world data (NetLogo 6.1.1)"
"SchellingGIS_2_1.nlogo"
"07/04/2020 20:56:07:648 +0200"

"RANDOM STATE"
"0 0 -1727483681 39 0.0 false -1688787894 -1440844395 -2013721786 -999827446 21071704 506767589 1271917762 -336343904 1668513184 -79784639 -1479189736 -935501486 1477618281 580257325 -1405041594 -558923954 -979178032 -1328038373 662196712 1292576265 2086758205 -394605785 -124720262 1104865935 339352529 -594922680 2119626575 963404340 -406785064 1287681368 -9745451 -169241050 122755621 1476952842 -1523457776 -2125690231 689998668 2099889128 -2116642489 2115866801 -1983226484 227999936 -1951457578 1778092487 -1613764944 493078166 1212978826 -11150794 -2055876519 815756703 1759385251 -260928402 -113723542 887311496 1210050624 255955858 1447786112 -28262687 -1021910064 1297434406 272340419 -1531333932 -1530607803 743436216 359668955 1185229503 1724515245 1544336101 2134799256 -1046848760 -1086252125 -594842485 -645657462 537830803 966144979 166584561 1673290993 -2002771912 -263491758 1986894779 -695404263 -1930634775 -1703630339 1189599642 -2068855139 -1270350225 -1938084646 753505122 865929195 -1148105118 135593715 1712411043 -1430542219 -2126896649 -2046184031 269240218 -1562784046 2111979020 -319825003 840294734 -1573478598 -1012557547 -2068982160 537589915 616806437 578067184 -1263945701 959955089 2081549557 -1115019398 185089897 -244225994 -102782559 -966659794 1222590326 -1136363999 -1402146869 365831290 -1185615569 52339097 1555001769 -1103143338 -2147399982 -268573193 -1902730713 -249015159 -704900384 2022775394 1920049878 1578784621 -654479159 1281640226 -1815930910 58596115 -1982368974 -1379725947 1747904690 -2062952630 -1610299376 1957338422 -2021698539 4829531 624960065 -113445729 -1298655015 1804267264 1602601898 263931831 275227100 -1878707079 -204262460 -1702831024 725810951 -1744794834 727577678 784009807 1364193433 1022223341 1764834738 572388310 -267072661 1738743119 -1856350586 771510652 459385924 1051335773 -710069341 -326510027 1220633453 949806383 664669284 -1628665320 1398581985 417658627 -934054746 1576223528 -584121850 1970852080 -1238029495 -1656672019 831098386 -91241914 -573962505 -1342603641 -863751115 1649570302 -553587714 400958425 1923477326 -1005938287 463671397 -84527835 -872333049 298742071 -2129385421 79319423 984782615 -1217112317 -239103009 305844225 1757493841 1178870697 -405259970 1145853521 -1337396581 886861443 900742778 581072911 -1627805368 -649047085 -1515990578 -1958758381 1216204928 -1941076834 -1252980940 374100228 -325690874 -379673230 -1763896059 1317841648 1907854710 -620026310 787292948 -1197553519 2117346100 -1421548444 -1021423806 -115296310 1202420974 694368963 -807231176 894976084 213810303 157009757 -397794683 -322978401 -791093792 771102446 713753079 -802192622 532913482 -1959789014 -975456803 1968790597 86486094 -1862738094 1457676835 923431392 1844583708 1518243137 1941883311 -1445484655 221096300 316742355 -1888737414 -315711555 1059655512 560156885 -641480430 -2131471135 -455678740 -1096607616 1564309591 1607285319 -1383798683 759865102 -1509517483 727788868 -145943061 1884180394 1881091814 1720123922 399789933 1094338527 1739638201 -200651282 777934431 786666194 -1715703931 1893376990 1311026797 -49649505 730224797 -1292909377 -200223672 214605259 -1479337630 -1691070361 285801333 -688963570 1913430884 214294221 -1501347368 -1886236437 1956084081 306206384 -1403181020 2114322938 -1779791736 -530042047 -457922390 -1948617367 -1089179171 10118201 -234034700 -1871216289 860498858 1859462511 656038836 -1510230432 1047101915 -1674538769 399873325 1063281173 1183806401 -1450511153 -1853689389 2103912337 -378469976 -1200997856 396856990 -548593784 -172583477 395328174 1090357514 809639762 1496030605 -850156523 -101035135 900169759 1277678949 115728442 921977961 1107485957 1591144816 801486960 1534461772 1810396540 1602117567 -1843655257 -1675776656 -1695318645 1195349450 1031030817 1597574901 777169148 -182141045 1793340124 218630171 1198921575 -1663728674 -744991339 -1893112016 -653215326 -1276091682 1164910063 1197463496 -831878721 -1357993636 448276076 -1918688621 1180949071 3002959 1812879819 -2078558893 1983883299 1812771621 698675554 2129607496 -128771063 -1182871630 -1356813656 2048961419 -1549591830 -94468921 806480860 -735719722 1810410806 1373069569 -451115946 1128200858 1278908200 -1713444387 289652822 1836098387 -1501348279 2015159025 1679116895 -437942859 453640993 1857449344 867556093 305466529 -1967602575 -1485137266 176360248 -141515154 1380670953 1188779720 219365586 1566871371 1632434601 784166389 -344363476 1583856200 -328348298 -1967862859 -89763202 -1534754417 1317525485 -891513633 599024604 665083956 -1586787024 -1853340004 -384785916 353025382 -552950184 2056959042 2139889046 1108902677 -1065217604 336006367 -1996028547 1530081816 612114005 1233052408 -1005009655 760986909 -1930467090 -1777574831 -574387646 -1636438527 -1525038741 -1454539059 744335224 1752650472 -1885333295 174647509 1961502518 -1787867564 1480738424 -1099802054 -675367333 -748708558 1417838248 -239414007 -507890871 1747644776 703646011 107359267 -1594006973 153698339 1851023535 2008888914 247958489 683328049 204374190 206285071 -232613620 1157992351 -1980959386 1619035670 875205897 572896818 -2115374916 1796293931 -1060345328 -1442523071 -200430752 987355216 787641982 -1221519553 541594411 -1337580009 1482321910 -783234103 1002409954 1146164495 1713303488 48403252 933157284 636781989 1397197167 -523533358 -1426339851 -682371133 -1729795503 1321079520 406342246 1013301499 -532278078 -57509635 2000999644 -206958100 1400269415 -1734582205 -2046041942 471274120 390475654 1700701377 -1873484718 -915380826 -1271424999 1194076725 -1798047202 -739390436 -53052865 1620850437 -201674353 -1033853437 -959960865 130467132 -1706247983 -2062202410 653980160 -1769848279 494115148 993775756 207986451 -1099211118 1921059613 -2126549528 -1821700202 252924101 31048664 -839823478 -1835606839 -878907344 -1806402366 132372571 1846884473 1501817898 1481290345 -931083177 -387686454 -1590890696 2094612298 -823912403 1054282606 722205896 -1540710804 -1592784472 195276800 -810130187 774732048 -550355711 -1599607714 981949172 -95870640 -593214740 835040975 -280109842 -704305844 1485273704 -1403583450 1631194693 -463423439 2063817041 -1312811078 314929594 -782616457 -519829271 857783892 110102110 -462630633 1680257845 -790128214 1203453279 965894304 627023790 -1376950270 -30323410 -1522343637 -753953842 1540956532 469854158 -1001774536 -1210169284 320682548 -347139241 1802601978 1960683470 2080976793 -1736583435 297942013 -1424718474 -141551118 828230349 -80015305 -972783203 -1333315135 79217980 87569807 -1759464661 -629015860 312219317 -747871607 2041383777 -1484504152 -2116498288 2056678559 -1040637772 -1745113608 576601083 -825280611 230502321 309164375 -499372563 763320047 -354460480 1364561604 1350997438 -602793570 -1801054650 -117197400 2088315702 -2063733487 2142020130 2011062910 898079342 -46219253 996626663 -96783285"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","all-thresholds","always-move","always-search","beta-eth","beta-ses","color-axis-max","data-source","decisions-count","ethn-ses-recommendations","ethnicities","ethnicity","forced-moves-count","free-space","interact-with-ses","interacter-ses","measure","moves-count","neighbor-weight","others-ignore-ethn","scale-down-pop","searches-count","ses","sess","show-labels","show-links","stop-tick","threshold-mean","threshold-sd","tie-houses-to-ses","town","town-ethnicity-counts","town-popdata","town-ses-counts","town-totalpop","townshp","turnover"
